text2,label,episode,season,places,ids,text1,label_prev
i'm so happy for you,1,1008,10,2,47913,there's a pregnant woman in ohio and she picked us,3.0
this thanksgiving kicks last thanksgiving's ass commercial break,3,1008,10,2,47914,i'm so happy for you,1.0
to monica and chandler and that knocked up girl in ohio,1,1008,10,2,47915,this thanksgiving kicks last thanksgiving's ass commercial break,3.0
i'm just so happy you guys are finally getting a kid,2,1008,10,2,47916,to monica and chandler and that knocked up girl in ohio,1.0
i know have you considered pageanting,6,1008,10,2,47917,i'm just so happy you guys are finally getting a kid,2.0
i can't believe they called and we're actually getting a baby,3,1008,10,2,47918,i know have you considered pageanting,6.0
oh i know how you feel,5,1008,10,2,47919,i can't believe they called and we're actually getting a baby,3.0
that is the exact same thing the end,4,1008,10,2,47921,sure i went through the exact same thing with alicia mae emory the waiting the wandering then one day i get that call from toys r us she was in stock,5.0
robert carlock and wendy knoller,0,1009,10,0,47922,,
we're just here to say goodbye we're off to ohio,4,1009,10,1,47923,robert carlock and wendy knoller,0.0
oh right your adoption interview,6,1009,10,1,47924,we're just here to say goodbye we're off to ohio,4.0
yep we're gonna meet the lady who could be carrying our baby,3,1009,10,1,47925,oh right your adoption interview,6.0
i can't believe it when you guys come back you're gonna have a baby that is so weird,5,1009,10,1,47926,yep we're gonna meet the lady who could be carrying our baby,3.0
and so incorrect,4,1009,10,1,47927,i can't believe it when you guys come back you're gonna have a baby that is so weird,5.0
she's only a couple of months pregnant she liked our application but who knows if she's gonna like us,3,1009,10,1,47928,and so incorrect,4.0
come on she's gonna love you guys,2,1009,10,1,47929,she's only a couple of months pregnant she liked our application but who knows if she's gonna like us,3.0
uhm thank you but we're really trying not to get our hopes up,4,1009,10,1,47930,come on she's gonna love you guys,2.0
and a lot could still get in our way,3,1009,10,1,47931,uhm thank you but we're really trying not to get our hopes up,4.0
yeah i mean this girl could decide against adoption or she could like another couple better,4,1009,10,1,47932,and a lot could still get in our way,3.0
what are you gonna name the baby,6,1009,10,1,47933,yeah i mean this girl could decide against adoption or she could like another couple better,4.0
i can develop a condition in which i talk and talk and no one hears a word,4,1009,10,1,47934,what are you gonna name the baby,6.0
but just think ok what if everything goes right what if this woman does pick you guys,5,1009,10,1,47935,i can develop a condition in which i talk and talk and no one hears a word,4.0
oh my god she's gonna pick us,3,1009,10,1,47936,but just think ok what if everything goes right what if this woman does pick you guys,5.0
so we're standing firm on the 'not getting our hopes up',4,1009,10,1,47937,oh my god she's gonna pick us,3.0
you know i know that things could still go wrong but if they don't if this works out we're gonna have a baby chandler a baby,3,1009,10,1,47938,so we're standing firm on the 'not getting our hopes up',4.0
oh screw it i'm gonna be a daddy opening credits,4,1009,10,1,47940,oh my god it's gonna work we're gonna make it work i'm gonna be a mummy and you're gonna be a daddy all right i'll see you suckers i'm gonna get me a baby {she leaves),3.0
i'm gonna say someone i'm gonna have sex with hey,5,1009,10,1,47941,oh screw it i'm gonna be a daddy opening credits,4.0
oh that's sarah no no don't you get any ideas ok no i'm not setting you up with any more of my friends,6,1009,10,1,47943,so who's your friend,5.0
ow why why why,5,1009,10,1,47944,oh that's sarah no no don't you get any ideas ok no i'm not setting you up with any more of my friends,6.0
because you'll date her once sleep with her and then forget she exists,6,1009,10,1,47945,ow why why why,5.0
oh name one friend of yours that i did that with,5,1009,10,1,47946,because you'll date her once sleep with her and then forget she exists,6.0
mandy,6,1009,10,1,47947,oh name one friend of yours that i did that with,5.0
mandy uh uh really hot blonde big boobs,5,1009,10,1,47948,mandy,6.0
no,6,1009,10,1,47949,mandy uh uh really hot blonde big boobs,5.0
i know why i don't remember her huh,5,1009,10,1,47950,no,6.0
do you think i'm someone else,1,1009,10,1,47951,i know why i don't remember her huh,5.0
ok i may not have treated your friends well in the past but i have grown up a lot really honest rach,5,1009,10,1,47952,do you think i'm someone else,1.0
well believe it or not it's true when joey and i were together he was wonderful he was thoughtful and mature and for the one week that we went out he didn't sleep with anybody else,1,1009,10,1,47953,ok i may not have treated your friends well in the past but i have grown up a lot really honest rach,5.0
growth,5,1009,10,1,47954,well believe it or not it's true when joey and i were together he was wonderful he was thoughtful and mature and for the one week that we went out he didn't sleep with anybody else,1.0
fine i'll give you her number,6,1009,10,1,47955,growth,5.0
ok thank you and i promise you i will not forget this one mandy,5,1009,10,1,47956,fine i'll give you her number,6.0
sarah,6,1009,10,1,47957,ok thank you and i promise you i will not forget this one mandy,5.0
saraaah,5,1009,10,1,47958,sarah,6.0
hey you guys i need some fashion advice,2,1009,10,1,47959,saraaah,5.0
well it's a little low pick up a little a little bit more a little bit more there you go now throw it away,1,1009,10,1,47960,hey you guys i need some fashion advice,2.0
damnit i have this date tomorrow night and i have to look cool,2,1009,10,1,47962,ross please trust me i buy 30 fashion magazines a month now i don't know who's running for president or who that nato guy is but i do know that you have to get as far away as you can from that hat,1.0
well you know if you want fashion help rachel and i are going shopping tomorrow you're more than welcome to come with us right,6,1009,10,1,47963,damnit i have this date tomorrow night and i have to look cool,2.0
really that would be great i mean i have to do something she kinda teased me about how i dress,2,1009,10,1,47964,well you know if you want fashion help rachel and i are going shopping tomorrow you're more than welcome to come with us right,6.0
i can see why nice shirt,5,1009,10,1,47965,really that would be great i mean i have to do something she kinda teased me about how i dress,2.0
you're wearing the same shirt,2,1009,10,1,47966,i can see why nice shirt,5.0
stupid gap on every corner,5,1009,10,1,47967,you're wearing the same shirt,2.0
please make yourself comfortable and i will back in a moment with erica,0,1009,10,0,47968,stupid gap on every corner,5.0
ok thank you uh well this is it are you ok,3,1009,10,0,47969,please make yourself comfortable and i will back in a moment with erica,0.0
yeah just weird you know it's like,4,1009,10,0,47970,ok thank you uh well this is it are you ok,3.0
uh we're gonna be great,3,1009,10,0,47971,yeah just weird you know it's like,4.0
you're gonna be great,4,1009,10,0,47972,uh we're gonna be great,3.0
monica chandler i'd like you to meet erica,0,1009,10,0,47973,you're gonna be great,4.0
hi it is so so nice to meet you,3,1009,10,0,47974,monica chandler i'd like you to meet erica,0.0
thank you so much for agreeing to see us,4,1009,10,0,47975,hi it is so so nice to meet you,3.0
i'll let you get acquainted,0,1009,10,0,47976,thank you so much for agreeing to see us,4.0
that's what our friends call us,4,1009,10,0,47978,so it's monica and chandler i only know you as file 0w33815 d,0.0
gosh you know you're just such an amazing couple it's kind of intimidating,0,1009,10,0,47979,that's what our friends call us,4.0
i don't know about that,3,1009,10,0,47980,gosh you know you're just such an amazing couple it's kind of intimidating,0.0
you're kidding me i mean it's enough that you are a doctor but on top of it you're married to a reverend,0,1009,10,0,47981,i don't know about that,3.0
i don't think that's exactly,4,1009,10,0,47982,you're kidding me i mean it's enough that you are a doctor but on top of it you're married to a reverend,0.0
let her finish doctor,3,1009,10,0,47983,i don't think that's exactly,4.0
oh my friend sarah had a great time last night,6,1009,10,1,47984,let her finish doctor,3.0
nope,5,1009,10,1,47986,yeah so you're gonna call this one back,6.0
what are you talking about sarah's great,6,1009,10,1,47987,nope,5.0
oh really you know what your great friend did we're out to dinner ok we're getting along having a really nice time i was thinking she was really cool and then out of nowhere,5,1009,10,1,47988,what are you talking about sarah's great,6.0
that's it that's why you won't go out with her again so she took some fries big deal,6,1009,10,1,47989,oh really you know what your great friend did we're out to dinner ok we're getting along having a really nice time i was thinking she was really cool and then out of nowhere,5.0
hey hey look it's not about a few fries it's about what the fries represent,5,1009,10,1,47990,that's it that's why you won't go out with her again so she took some fries big deal,6.0
what,6,1009,10,1,47991,hey hey look it's not about a few fries it's about what the fries represent,5.0
all food,5,1009,10,1,47992,what,6.0
i'm sorry i can't believe i set you up with such a monster,6,1009,10,1,47993,all food,5.0
hey hey hey hey look i take a girl out she can order whatever she wants the more the better all right just don't order a garden salad and then eat my food that's a good way to lose some fingers,5,1009,10,1,47994,i'm sorry i can't believe i set you up with such a monster,6.0
